N,P,K,temperature,ph,Soil_moisture,Conductivity,label
59,58,17,28.546224,7.368318809,0.220494209,4.535266503,blackgram
29,63,17,30.02629908,7.26154329,0.284644946,3.513148627,blackgram
59,63,18,31.65531175,6.52669158,0.233252227,4.287204516,blackgram
29,70,15,30.33499674,6.872594461,0.274868392,3.638104735,blackgram
58,73,16,33.36984395,6.874142175,0.233808462,4.277005162,blackgram
55,77,22,31.4345059,7.76061831,0.210613675,4.748029783,blackgram
42,79,23,27.71678273,6.781841984,0.199422102,5.014489309,blackgram
44,77,21,32.63918668,7.326980454,0.236895681,4.221267338,blackgram
38,62,25,32.7477393,7.453975408,0.269981914,3.703951808,blackgram
32,76,15,28.05153602,7.604110177,0.23619135,4.233855309,lentil
13,61,22,19.44084326,7.728832424,0.212925451,4.696479435,lentil
38,60,20,29.84823072,7.491217102,0.261425684,3.825178859,lentil
11,74,17,21.36383757,6.633864582,0.21925331,4.560934575,lentil
37,71,16,26.28663931,7.324863481,0.220053543,4.544348558,lentil
29,71,18,22.17499963,6.410441476,0.196398302,5.091693717,lentil
2,72,18,26.57597546,7.836719564,0.299738864,3.336237376,lentil
6,59,21,26.58972517,6.139215944,0.320810758,3.117102453,lentil
13,64,20,19.1345771,6.590571088,0.20757296,4.817583181,lentil
8,58,17,28.75273118,7.286049978,0.358466641,2.789659863,lentil
6,77,20,25.78746268,6.058306161,0.260072453,3.845082352,lentil
2,75,22,23.89271875,6.658605362,0.251441604,3.977066587,lentil
3,69,23,28.67408774,7.299360767,0.312358818,3.201446354,lentil
27,80,24,28.42062847,7.815210661,0.22458495,4.452658111,lentil
39,78,15,21.35499456,5.925391795,0.169356019,5.904720739,lentil
40,79,17,21.12695586,6.403683619,0.162698205,6.146349315,lentil
37,62,22,24.02037872,7.397546271,0.206779989,4.836057893,lentil
31,60,24,25.40474421,7.722335992,0.229606471,4.355277941,lentil
22,67,22,29.03017561,7.475926645,0.270542123,3.696282081,lentil
3,78,18,20.21368219,6.887130053,0.214279618,4.666799432,lentil
4,80,16,29.19585548,7.441976825,0.301958555,3.311712764,lentil
13,61,24,18.29783597,7.629910253,0.196916694,5.078289615,lentil
12,66,20,27.41434987,7.336117221,0.289942346,3.448961544,lentil
4,61,21,24.84063998,6.75020529,0.300472558,3.328090948,lentil
9,60,21,29.94413861,7.52178027,0.343823762,2.908466806,lentil
18,66,22,25.87990287,6.347379185,0.253583989,3.943466631,lentil
32,56,18,20.0467711,7.135251532,0.198554444,5.036401997,lentil
6,72,15,22.99451999,7.670178119,0.258005591,3.875884995,lentil
15,77,20,25.13163619,7.399749291,0.23331818,4.285992625,lentil
0,65,24,28.49584395,7.841496029,0.331413977,3.017374249,lentil
30,79,22,18.28766124,6.254216611,0.147234055,6.791906928,lentil
3,63,16,24.38041875,6.868881708,0.309517302,3.230837159,lentil
2,78,23,21.31852148,7.320514721,0.216684675,4.615001047,lentil
10,78,18,18.54141834,6.296976913,0.184353003,5.424375967,lentil
14,67,25,25.28710601,7.241151936,0.247991566,4.032395196,lentil
39,65,23,25.43459777,7.685959305,0.208146439,4.804309909,lentil
19,72,15,28.83600962,6.890760124,0.281471789,3.552753915,lentil
18,57,21,27.37659643,6.155915975,0.295589546,3.383069574,lentil
31,58,15,28.31886863,6.167855382,0.281912198,3.547203724,lentil
28,58,25,27.4818649,6.861640036,0.256593377,3.897216716,lentil
5,65,19,18.28072173,6.978361689,0.216637323,4.616009776,lentil
16,65,19,27.61204997,7.043160241,0.2861205,3.495030943,lentil
34,65,19,23.43974653,5.94239222,0.207116496,4.828200647,lentil
14,69,19,20.95628486,7.239455147,0.215257695,4.645594674,lentil
22,55,16,23.7937153,6.516317561,0.266599089,3.750950548,lentil
24,61,17,22.6371424,6.233269045,0.23173669,4.315242438,lentil
2,79,15,21.53577883,7.505283615,0.234747696,4.259892712,lentil
26,63,17,29.87854588,6.950300686,0.291307037,3.432804136,lentil
27,61,15,25.2653291,6.958054839,0.255003195,3.921519491,lentil
24,70,16,25.17885316,6.54803469,0.237989574,4.201864739,lentil
13,74,25,24.12192608,6.461618577,0.224302911,4.458256889,lentil
6,64,23,23.33565221,7.065264073,0.26167368,3.821553628,lentil
12,58,23,21.74600081,6.765091462,0.244580654,4.088630822,lentil
32,79,22,27.60195453,5.91645379,0.21505229,4.650031866,lentil
6,68,18,24.388717,6.711341147,0.275964315,3.623656918,lentil
10,79,20,24.98287462,6.379881442,0.238374997,4.195070853,lentil
38,77,22,28.234829,6.313284268,0.213392912,4.686191255,lentil
17,74,17,26.03026959,7.393210848,0.250280274,3.995520638,lentil
26,68,24,28.04849594,7.504930973,0.246173694,4.062172453,lentil
23,75,17,24.87425505,7.198076286,0.224993522,4.444572405,lentil
32,78,22,23.97081395,7.007037515,0.189172833,5.286171298,lentil
19,79,19,20.06003985,6.677262562,0.180000341,5.555545043,lentil
22,60,18,19.59221047,6.74398035,0.205922105,4.856205221,lentil
28,69,16,29.77013109,6.547361618,0.272302045,3.672392544,lentil
1,67,21,27.52135365,6.551577598,0.320464648,3.120469003,lentil
12,67,23,25.62896213,6.585020303,0.261068256,3.830415902,lentil
36,67,20,20.39078312,6.924042372,0.173908806,5.75014011,lentil
28,70,21,25.39038396,7.437373666,0.221767932,4.509218213,lentil
12,71,19,24.91079638,7.142611056,0.254027415,3.936582979,lentil
22,68,16,27.70496805,7.74672376,0.270801585,3.692740567,lentil
26,66,22,18.06486101,6.300479414,0.167235623,5.97958726,lentil
16,65,16,18.13027797,6.078724107,0.197219361,5.070496108,lentil
14,59,22,23.82723528,6.76660668,0.261339319,3.826442974,lentil
33,59,19,23.19305333,7.641024177,0.217955435,4.588093883,lentil
21,63,17,25.08966129,6.559681838,0.258313478,3.871265283,lentil
0,69,21,25.86928193,7.072923306,0.298547577,3.349549878,lentil
10,75,17,18.43966037,7.732194788,0.190584906,5.247005249,lentil
30,61,18,27.14911056,6.157782589,0.258248721,3.872236026,lentil
0,74,17,23.33375853,7.240988401,0.26740394,3.739660681,lentil
35,74,22,26.7230014,6.898905799,0.211625965,4.725318089,lentil
7,63,24,19.55750776,6.818681086,0.218696891,4.572538709,lentil
9,56,17,26.13708256,6.261937875,0.330940031,3.021695491,lentil
14,74,15,27.99990346,6.493036868,0.281552461,3.551735962,lentil
14,76,20,29.05941162,7.042474679,0.273267378,3.659419598,lentil
36,65,16,25.71269843,7.692013657,0.228313662,4.379939388,lentil
28,67,21,21.79792649,6.250994223,0.196533849,5.088182035,lentil
28,79,16,24.70626432,6.052184881,0.208994019,4.784825927,lentil
40,61,22,20.94981756,7.002216044,0.178453801,5.603691223,lentil
10,70,19,24.84918386,7.272427638,0.261102867,3.829908152,lentil
12,80,19,21.91041045,5.962001484,0.206400094,4.84495903,lentil
37,77,20,25.93381964,7.080506001,0.200998654,4.975157694,lentil
0,67,22,29.82112112,6.593798387,0.346304732,2.887630195,lentil
7,73,25,27.52185591,7.28805662,0.271636723,3.681387366,lentil
10,56,18,27.99627907,7.32710972,0.345193798,2.896923422,lentil
39,70,15,20.76774783,6.366355781,0.175546353,5.696501125,lentil
26,56,22,23.05276444,7.011121216,0.231276581,4.32382732,lentil
9,77,17,21.65845777,6.280725549,0.219985027,4.545763928,lentil
4,59,19,26.25070298,7.621494566,0.332325646,3.009096685,lentil
34,73,15,20.97195263,7.630424083,0.180097972,5.552533362,lentil
33,77,15,23.89736406,7.802212437,0.199178912,5.020611808,lentil
2,24,38,24.55981624,5.922935513,0.399372129,2.503930365,pomegranate
6,18,37,19.65690085,5.937649578,0.338637719,2.953008316,pomegranate
8,26,36,18.78359608,6.804781106,0.282622801,3.538284937,pomegranate
37,18,39,24.1469628,6.424670614,0.267520881,3.738025969,pomegranate
0,27,38,22.44581266,6.738016221,0.36070481,2.772350054,pomegranate
31,25,38,24.96273236,6.497366677,0.27619928,3.620574241,pomegranate
21,21,38,22.5526059,6.327673765,0.294407574,3.396651748,pomegranate
6,30,40,22.77035608,6.36137446,0.312767843,3.197259635,pomegranate
25,27,41,19.20090378,6.923509371,0.217214019,4.603754417,pomegranate
15,11,38,23.12808226,6.630646083,0.377001285,2.652510851,pomegranate
14,5,36,24.92639065,5.832525853,0.471388921,2.121390545,pomegranate
16,10,41,24.77464458,6.738993954,0.384696188,2.599453885,pomegranate
36,7,37,19.8671184,5.782435567,0.26083898,3.833782819,pomegranate
4,20,41,24.26601316,6.537042717,0.388707895,2.572625906,pomegranate
29,22,40,23.62600218,6.145104401,0.270615409,3.695281083,pomegranate
16,15,42,19.67832052,6.890784045,0.283264665,3.53026736,pomegranate
18,27,41,22.36509395,7.175344328,0.271687139,3.680704224,pomegranate
11,18,42,21.57936934,5.938528744,0.318019286,3.144463379,pomegranate
5,15,38,18.26233221,5.709380472,0.332109176,3.011058026,pomegranate
18,23,44,23.71028128,6.184400085,0.290709192,3.439863717,pomegranate
9,8,40,22.48720144,6.553509673,0.412056166,2.426853627,pomegranate
40,27,45,21.6602498,5.885638185,0.202323659,4.942575699,pomegranate
22,23,44,20.13037175,6.143874691,0.237419907,4.211946721,pomegranate
9,16,39,18.41164435,6.101198974,0.303306943,3.296990139,pomegranate
12,29,40,19.68291173,6.594037135,0.255344589,3.916276444,pomegranate
0,17,42,23.20242586,6.859840821,0.410210608,2.437772161,pomegranate
2,21,44,18.92157197,6.56893406,0.297336895,3.363188412,pomegranate
28,6,40,22.10621387,6.769855664,0.312246133,3.202601708,pomegranate
8,23,44,18.47412402,7.130837931,0.259654987,3.851264371,pomegranate
29,16,36,19.81069447,5.740338002,0.256922154,3.892229551,pomegranate
17,18,43,24.4880844,5.843005428,0.326770313,3.06025352,pomegranate
34,21,42,18.75927679,6.648687274,0.203703884,4.909086554,pomegranate
21,23,42,19.54128063,6.902751061,0.2388521,4.186691256,pomegranate
25,17,40,18.91251245,6.608023872,0.242835518,4.118013747,pomegranate
8,25,36,19.91330523,6.828522375,0.30309138,3.299335004,pomegranate
26,18,42,19.72620525,6.910374919,0.241002387,4.149336502,pomegranate
4,19,42,23.83185873,6.306605528,0.382028596,2.617605098,pomegranate
36,24,41,24.94467632,7.009180374,0.256877983,3.892898826,pomegranate
5,24,40,24.692258,6.297907579,0.372351565,2.685633937,pomegranate
19,17,39,24.72485577,6.728599215,0.342998077,2.915468241,pomegranate
39,30,38,20.12644921,6.965156738,0.197443451,5.064741308,pomegranate
5,29,44,21.02432943,5.578095745,0.282363198,3.541538018,pomegranate
4,24,43,22.40423537,7.199504273,0.329637118,3.033638949,pomegranate
38,21,35,20.33691147,5.841367187,0.22698842,4.405511085,pomegranate
37,11,36,24.24779615,6.710143266,0.300569002,3.32702306,pomegranate
9,25,41,24.81530144,5.972714857,0.344204019,2.905253699,pomegranate
29,22,43,19.66329768,5.561851831,0.219822316,4.549128675,pomegranate
5,21,38,22.43377991,6.107054808,0.366152811,2.731100157,pomegranate
22,26,38,22.92052307,6.988035315,0.278145617,3.595239107,pomegranate
4,18,37,22.91843172,7.13147457,0.405397148,2.466716911,pomegranate
21,6,41,24.88244467,7.086947687,0.380624186,2.627263416,pomegranate
29,21,45,23.40981539,6.749260456,0.256945425,3.891877037,pomegranate
23,5,44,21.20725375,7.16300467,0.30843408,3.242183874,pomegranate
13,7,43,18.20230419,7.013481515,0.304798479,3.280856265,pomegranate
5,13,37,22.34375696,5.648243649,0.424431945,2.356090328,pomegranate
27,24,41,24.32770134,6.610251186,0.275301102,3.632386483,pomegranate
7,23,35,19.75088482,7.054313823,0.319244382,3.132396549,pomegranate
12,20,39,19.86173586,6.026999326,0.293827266,3.403360127,pomegranate
4,19,43,18.07132963,5.779427402,0.28895954,3.460692111,pomegranate
3,9,45,23.89162561,6.535244251,0.436695186,2.289926777,pomegranate
1,27,36,23.98598756,5.684995235,0.390406056,2.561435679,pomegranate
23,30,44,20.93892916,6.12476108,0.226174527,4.421364383,pomegranate
24,21,42,20.82210727,6.999014379,0.250828819,3.986782712,pomegranate
13,30,37,20.86474944,6.277148771,0.273309368,3.658857387,pomegranate
40,11,44,24.45840036,6.322396027,0.267983162,3.731577737,pomegranate
21,9,40,24.51147697,5.956401828,0.364449671,2.743863089,pomegranate
3,27,44,24.56811204,6.591302797,0.345515028,2.894230121,pomegranate
40,29,42,24.63228709,7.104094929,0.230921505,4.330475841,pomegranate
14,25,40,20.07386547,6.407872061,0.266757791,3.748719005,pomegranate
38,14,37,21.80523051,6.658402594,0.256238545,3.90261348,pomegranate
34,9,36,22.8122645,6.276038961,0.30142107,3.317618112,pomegranate
32,14,37,22.73031253,6.825256236,0.28590738,3.497636194,pomegranate
18,21,35,23.2801227,6.368560522,0.328109766,3.047760545,pomegranate
8,23,38,19.30106297,7.005410734,0.294218304,3.398836805,pomegranate
15,6,41,19.0087067,6.897368477,0.322721076,3.098651049,pomegranate
0,5,36,24.35193812,6.152906502,0.618339954,1.617233357,pomegranate
22,9,44,24.72235539,5.744361602,0.342964739,2.915751643,pomegranate
14,8,43,21.92513945,7.051654924,0.352694453,2.835315359,pomegranate
31,11,45,24.83954414,6.034612928,0.297006254,3.366932463,pomegranate
39,17,45,18.09691127,6.924490731,0.189078329,5.288813388,pomegranate
10,5,42,20.24104904,6.887005997,0.372649983,2.683483282,pomegranate
8,28,38,23.22594,6.8444019,0.327377568,3.054577036,pomegranate
32,13,42,23.50128217,5.786058032,0.281623933,3.550834581,pomegranate
18,9,40,19.44623085,5.627186257,0.305167625,3.276887583,pomegranate
20,27,41,20.51343484,5.700088663,0.24447085,4.09046722,pomegranate
39,25,36,18.90223032,5.567805185,0.199022303,5.024562493,pomegranate
20,7,45,18.90592319,6.077886012,0.276471155,3.617013856,pomegranate
11,10,45,22.63045168,6.397995609,0.358037147,2.793006282,pomegranate
40,18,43,19.38603815,5.767372539,0.201841962,4.954371186,pomegranate
3,26,39,24.38318965,7.079973241,0.373282201,2.678938342,pomegranate
9,16,36,23.77989026,5.893332378,0.406227709,2.461673533,pomegranate
30,20,38,22.59890174,7.058222596,0.268169338,3.728987093,pomegranate
40,9,41,24.37766782,5.78270695,0.281974087,3.546425173,pomegranate
40,30,35,20.89273273,6.269663963,0.208502216,4.796112084,pomegranate
32,25,35,18.09903225,5.892913826,0.207598177,4.816997992,pomegranate
33,23,45,20.00218987,7.116538883,0.207942474,4.809022327,pomegranate
4,14,41,19.85139326,6.430163481,0.353413445,2.829547132,pomegranate
13,17,45,21.25433607,7.159520979,0.296724481,3.370129747,pomegranate
39,24,39,23.65374106,6.431265737,0.241703344,4.137303128,pomegranate
8,28,37,23.88404783,6.082571701,0.340877368,2.933606321,pomegranate
91,94,46,29.36792366,6.149934034,0.131462873,7.606710376,banana
105,95,50,27.33368994,5.849076099,0.11333476,8.823418359,banana
108,92,53,27.40053601,6.276800323,0.112255083,8.908282573,banana
86,76,54,29.3159075,5.926824754,0.140351424,7.124972261,banana
80,77,49,26.05433004,5.519088423,0.131331699,7.614307939,banana
93,94,53,25.86632408,6.079178788,0.111943017,8.933116391,banana
90,92,55,27.00932084,6.13465588,0.118182788,8.461469,banana
108,89,53,29.55054817,5.808497604,0.122202193,8.183159222,banana
108,88,55,26.28845991,5.891458107,0.108718964,9.198027328,banana
105,77,52,29.16226551,5.816622479,0.128898571,7.758037934,banana
118,88,52,28.65003945,5.843163161,0.114922634,8.701506129,banana
101,87,54,29.07311132,6.376756633,0.124269055,8.047055638,banana
95,75,50,28.08166093,5.623615687,0.132189368,7.564904925,banana
106,85,53,27.1994597,5.91505509,0.115571556,8.652648051,banana
86,95,49,28.05484146,6.458714879,0.126325398,7.916064533,banana
83,79,55,25.14748006,5.565028635,0.1204953,8.299078898,banana
85,95,47,25.94019018,6.211833161,0.118679252,8.426072663,banana
109,79,45,27.66752761,6.490074429,0.123036599,8.127662879,banana
100,76,45,25.56703012,5.590236025,0.120212806,8.318581302,banana
117,86,48,28.6956201,6.225225239,0.118309243,8.452424942,banana
114,94,53,26.33544853,6.190757459,0.104733519,9.54804161,banana
110,78,50,25.93730186,5.915568968,0.113181941,8.83533181,banana
94,70,48,25.13686519,6.195152442,0.1232871,8.111148696,banana
80,71,47,27.50527651,6.156373499,0.143966043,6.946082418,banana
114,79,51,26.21009246,6.313197204,0.111516772,8.967260966,banana
88,78,45,29.10403455,6.324270089,0.14267315,7.0090273,banana
112,73,48,29.2440638,5.707488987,0.129802849,7.703991155,banana
117,76,47,25.56202173,6.119216009,0.110675091,9.035456805,banana
111,87,48,26.3985515,5.571401169,0.111376226,8.978576842,banana
89,83,47,28.09577643,5.63127166,0.132857427,7.526865644,banana
93,91,47,27.84767901,6.101241579,0.124881727,8.007576621,banana
92,81,52,27.39341554,6.438137279,0.126192958,7.924372455,banana
105,74,45,25.14517635,6.098369122,0.116719537,8.56754596,banana
102,71,48,28.65456263,5.695267822,0.134183541,7.452478823,banana
94,91,51,29.16093424,5.618094446,0.127800569,7.824691308,banana
116,71,47,27.57278064,6.435785799,0.1221059,8.189612448,banana
117,79,49,25.40909896,6.176644228,0.107792241,9.277105606,banana
119,72,55,25.99069521,6.220643671,0.109718273,9.114252082,banana
99,73,53,26.29039046,5.871702211,0.121290624,8.244660344,banana
91,84,52,29.14827211,6.390741836,0.132811771,7.52945307,banana
80,90,47,26.59743595,6.21084479,0.127177124,7.863049321,banana
101,70,48,25.36059237,6.012696655,0.120368002,8.307855792,banana
108,89,53,29.12036889,5.908770059,0.120481476,8.300031149,banana
100,80,52,27.53911354,6.049801781,0.12301342,8.129194331,banana
109,91,53,29.66727337,6.010095853,0.121214519,8.249836787,banana
82,78,46,25.05802193,5.738678895,0.126495252,7.905435054,banana
106,70,55,25.86824781,5.74055541,0.116312761,8.597508912,banana
90,86,52,25.85036988,5.793260262,0.11776478,8.491503135,banana
83,95,50,26.51682337,5.50947065,0.120687822,8.285840154,banana
119,90,48,28.66725136,5.986442306,0.115436776,8.662750616,banana
107,72,45,28.14938935,5.790768046,0.130131202,7.684552061,banana
116,81,55,26.42313317,5.915546415,0.108821957,9.189321965,banana
101,75,50,26.59386409,6.242528278,0.122096744,8.190226612,banana
93,81,50,27.71822477,6.036079266,0.128206361,7.799925023,banana
95,75,45,28.98333432,5.829898502,0.139457369,7.170650125,banana
107,71,55,29.42017919,6.088064451,0.130558709,7.659389465,banana
83,94,47,27.39872329,6.469370954,0.126780015,7.887678531,banana
102,73,54,26.4020227,5.720726906,0.119659488,8.357047307,banana
86,79,45,27.81251452,5.80766417,0.13720245,7.288499581,banana
117,86,53,25.19640218,5.703381728,0.102329696,9.772334317,banana
111,79,53,28.31193338,6.165001278,0.12062524,8.290138929,banana
95,74,50,25.90113128,6.002481605,0.122836216,8.140921574,banana
91,75,55,27.48612983,6.212369363,0.128896515,7.75816165,banana
93,83,46,29.38254012,5.765308943,0.136858289,7.306828169,banana
92,85,51,29.22118628,5.740764682,0.132549063,7.544376249,banana
104,80,54,27.09062164,5.879119455,0.118027822,8.472578608,banana
103,72,51,26.12643374,6.099478745,0.120028468,8.331356866,banana
92,75,45,29.01207743,5.674403359,0.141566403,7.063822906,banana
93,85,49,27.96799119,5.694243847,0.127612296,7.836235468,banana
120,87,52,28.0764455,5.905494703,0.112264268,8.90755371,banana
108,72,46,25.16278237,6.110844721,0.115764524,8.638224972,banana
105,88,54,25.78749808,6.020445317,0.108451409,9.22071928,banana
98,79,50,25.34119774,6.435917308,0.116040519,8.617679509,banana
111,88,55,29.44795403,5.505393833,0.119873835,8.342104029,banana
97,74,45,26.47522633,5.677719902,0.127200122,7.861627686,banana
95,82,48,27.39489579,5.719014989,0.126199537,7.92395935,banana
89,91,55,25.08347445,6.275572298,0.110993508,9.009535921,banana
89,85,55,26.6719835,6.275384607,0.120838356,8.275518089,banana
118,88,51,25.44926208,6.201911642,0.102915417,9.716717208,banana
101,92,45,28.22776705,5.758054257,0.122805744,8.142941594,banana
99,92,47,28.1279509,6.323933647,0.122386348,8.170845962,banana
82,77,46,28.9470467,5.901100841,0.146083155,6.845416246,banana
90,86,55,27.96236771,5.644486582,0.125378215,7.975867247,banana
95,88,52,28.00316034,6.235461772,0.123417704,8.102565281,banana
104,73,46,29.1400919,6.28236237,0.135157363,7.398783014,banana
102,73,52,27.9122104,6.356090905,0.127366566,7.851354042,banana
100,74,52,25.43480512,5.837258235,0.116968164,8.549334825,banana
94,89,48,28.55980972,5.653437902,0.127964544,7.814664647,banana
99,70,46,26.59580783,5.727469947,0.128352595,7.791038455,banana
112,87,48,27.19711623,6.200111068,0.114158365,8.759761033,banana
117,82,45,25.29391516,5.614471478,0.107761947,9.27971352,banana
96,86,51,29.90888522,6.257369799,0.13265616,7.538285459,banana
113,85,45,27.94972463,6.037430836,0.119134669,8.393862225,banana
105,93,46,25.01018457,5.760457558,0.106599117,9.380940737,banana
85,89,51,29.21144871,6.158164422,0.134273105,7.447507803,banana
108,94,47,27.35911627,6.387431383,0.113892033,8.780245394,banana
92,81,52,28.0106804,5.891413895,0.128936357,7.755764322,banana
110,71,54,28.67208915,5.725418961,0.126264209,7.919900712,banana
82,75,55,27.34585147,6.281069505,0.133706847,7.479048573,banana
117,81,53,29.50704598,5.507641778,0.121542016,8.22760749,banana
2,40,27,29.73770045,5.954626604,0.44547392,2.244800326,mango
39,24,31,33.55695561,4.757114897,0.367627187,2.720147025,mango
21,26,27,27.00315545,5.699586972,0.37842102,2.642559341,mango
25,22,25,33.56150184,5.977413803,0.480020859,2.083242804,mango
0,21,32,35.89855625,6.430139436,0.696199175,1.436370563,mango
20,19,35,34.17719782,6.113935087,0.475367538,2.10363544,mango
19,21,34,30.01592643,5.074272692,0.419134141,2.385871019,mango
18,17,31,31.74592134,5.667507706,0.496150323,2.015518187,mango
11,36,33,35.99009679,5.978634285,0.46237621,2.162741029,mango
30,28,30,31.86641378,5.064613314,0.373481975,2.677505389,mango
18,19,27,27.75518664,4.772385986,0.449299791,2.225685432,mango
23,23,27,34.72413192,5.161148592,0.48937167,2.043436637,mango
37,30,34,27.53907547,6.797779227,0.282565104,3.539007425,mango
11,27,30,27.69637763,6.39474303,0.422005553,2.369637063,mango
12,19,31,27.25373364,5.566704378,0.455705381,2.194400244,mango
3,28,33,30.33723921,5.755049971,0.489644363,2.042298607,mango
37,38,32,31.85744939,5.417340525,0.307078966,3.256491358,mango
26,37,30,35.39986338,6.166173834,0.39139638,2.554954644,mango
14,18,30,29.80747243,5.191265116,0.496894717,2.012498758,mango
40,16,35,34.16438906,4.954739564,0.386421858,2.58784533,mango
4,20,25,28.93270187,5.664587011,0.610871467,1.63700558,mango
36,25,33,27.98392787,5.548584852,0.308339658,3.243176716,mango
30,17,31,31.20478173,6.804437106,0.412881817,2.422000579,mango
28,37,28,32.13409675,6.097869767,0.35628061,2.806776376,mango
38,15,30,28.91862016,5.075504537,0.360465303,2.77419211,mango
12,37,30,31.09779147,4.546466109,0.406301158,2.461228526,mango
38,19,31,34.73823882,5.855119268,0.40611635,2.462348535,mango
8,33,29,29.98080499,6.442393461,0.442582928,2.259463562,mango
15,27,28,33.80398664,4.507523551,0.497199809,2.011263845,mango
34,16,25,30.07202564,6.10729559,0.414293675,2.413746721,mango
11,36,31,27.92063282,6.47544932,0.370777344,2.69703642,mango
33,29,34,31.40948821,6.832979509,0.337598836,2.962095525,mango
12,31,26,35.7877738,5.395275719,0.533156142,1.875623145,mango
12,34,28,33.36140093,6.13526938,0.464343256,2.153579249,mango
5,16,31,35.96054636,4.555688532,0.710779738,1.406905609,mango
1,30,29,28.33333307,6.434197756,0.488888885,2.045454564,mango
16,35,31,32.27652024,5.316875978,0.405811222,2.464199965,mango
35,18,26,31.99490489,5.279388967,0.417657024,2.394309069,mango
4,40,26,27.58258929,6.720041791,0.408322704,2.449043342,mango
9,29,34,29.38471637,5.72742254,0.42200995,2.369612378,mango
2,38,33,32.38697531,4.691396195,0.457355826,2.186481384,mango
26,32,32,30.91471455,6.810186079,0.354607939,2.820015822,mango
34,38,31,35.37775595,6.454045329,0.353182097,2.831400599,mango
5,32,33,32.32362177,5.842763773,0.47605174,2.100612007,mango
31,29,26,28.22373428,5.024124684,0.339810864,2.942813508,mango
34,34,35,27.27433181,6.422710539,0.274508076,3.642880076,mango
36,19,32,27.10710832,4.94295037,0.323070211,3.095302406,mango
7,17,26,34.89226666,6.414526606,0.717845333,1.393057743,mango
38,15,27,33.7462686,6.777788126,0.434328358,2.302405502,mango
5,19,25,27.3511056,6.441328044,0.578593992,1.72832766,mango
37,36,26,32.89300162,4.650536197,0.342353552,2.92095699,mango
21,31,32,35.38598705,5.254532213,0.433166513,2.308581045,mango
37,36,27,27.5529736,5.910634533,0.285529736,3.502262195,mango
23,23,30,32.82141065,4.755273631,0.445018561,2.247097284,mango
36,26,26,30.17294105,6.814630246,0.354237966,2.822961101,mango
24,33,35,29.26382931,5.342866119,0.328954666,3.039932556,mango
26,18,30,32.06097197,6.336234624,0.446769891,2.238288701,mango
22,17,26,28.69818144,4.754435025,0.456895099,2.188686204,mango
11,34,32,29.14305008,6.831706773,0.391468183,2.554486019,mango
29,35,28,28.3471611,6.967417766,0.318990882,3.134885848,mango
22,28,26,27.67256197,4.947683034,0.377270552,2.650617691,mango
23,24,32,28.1218093,5.630619901,0.368630497,2.712743538,mango
1,35,34,30.79375683,6.27339822,0.454196526,2.201690111,mango
2,24,34,28.89409382,6.472774648,0.498234897,2.007085425,mango
39,37,25,33.33024826,6.953246506,0.339903448,2.942011932,mango
15,36,27,27.78912455,5.643710216,0.36909134,2.70935644,mango
3,18,31,31.65333432,6.392313973,0.627948737,1.592486681,mango
8,38,32,29.75150773,4.981816523,0.394250099,2.536460998,mango
33,31,34,31.32995611,5.421265283,0.329897511,3.031244449,mango
14,29,32,35.63627319,6.942520105,0.488483643,2.047151456,mango
18,20,26,31.66524687,5.435840509,0.510394482,1.959268829,mango
9,21,32,32.26935342,5.870116071,0.536602475,1.863576945,mango
20,30,27,27.81005614,4.74910393,0.374156573,2.672677888,mango
9,38,25,34.58561471,5.497946899,0.494244649,2.023289483,mango
26,24,34,31.27180992,6.811291098,0.384188213,2.602890889,mango
31,36,29,33.93679864,6.460542749,0.363924986,2.747819026,mango
14,18,35,31.09154239,4.791146778,0.478978245,2.087777496,mango
40,16,35,31.89356292,6.4841522,0.361467724,2.766498729,mango
28,27,34,32.45465292,6.526654345,0.375894977,2.660317541,mango
0,17,30,35.47478322,6.279133738,0.776059217,1.288561462,mango
1,29,29,27.32961444,6.052026047,0.480162957,2.082626296,mango
2,36,31,30.90225239,5.73171945,0.462351484,2.16285669,mango
12,27,26,29.09382275,5.32307197,0.462981888,2.159911705,mango
7,28,35,30.02086169,4.66910839,0.443155167,2.256545956,mango
0,36,26,34.13072188,5.101206389,0.566624546,1.764837062,mango
26,35,31,33.44619894,5.339556562,0.374415206,2.670831698,mango
27,21,30,35.3915464,5.061081874,0.466558287,2.143354919,mango
22,38,31,31.53356352,5.821106036,0.357511687,2.797111357,mango
22,18,31,30.7645515,5.956027059,0.447388049,2.235196049,mango
28,23,28,30.01821337,5.676032581,0.392635612,2.546890727,mango
7,31,27,31.32863689,6.524114355,0.497363644,2.01060132,mango
29,34,26,33.88004781,6.273953676,0.39191065,2.551602007,mango
8,37,33,28.07802689,6.128167757,0.372795217,2.682437852,mango
39,16,27,35.53845018,4.934964765,0.445590856,2.244211224,mango
40,24,25,28.70595247,5.445008416,0.333774747,2.996032532,mango
19,38,26,31.48451729,4.525722333,0.391379726,2.555063363,mango
21,21,30,27.69819273,5.403908328,0.39858601,2.508868788,mango
22,18,33,30.41235793,6.621623545,0.430306273,2.323926149,mango
31,20,30,32.17752026,6.207495815,0.409599016,2.441412118,mango
18,26,31,32.6112614,5.418475257,0.448150152,2.231394981,mango
24,130,195,29.99677232,6.112305667,0.088815967,11.25923681,grapes
